0 7 14 5468.75
1 12 14 292.969
2 9 14 1757.81
3 7 14 5468.75
4 8 14 3125
5 7 2 5468.75
6 7 2 5468.75
7 12 14 292.969
8 8 14 3125
9 7 2 5468.75
10 9 14 1757.81
11 11 14 537.109
12 7 2 5468.75
13 7 8 5468.75
14 8 14 3125
15 8 14 3125
16 9 14 1757.81
17 7 12 5468.75
18 12 14 292.969
19 12 14 292.969
20 7 2 5468.75
21 8 14 3125
22 7 12 5468.75
23 8 14 3125
24 9 14 1757.81
25 9 14 1757.81
26 7 2 5468.75
27 7 14 5468.75
28 8 14 3125
29 9 14 1757.81
30 8 14 3125
31 7 14 5468.75
32 8 14 3125
33 8 14 3125
34 7 10 5468.75
35 7 14 5468.75
36 7 14 5468.75
37 7 2 5468.75
38 7 2 5468.75
39 12 14 292.969
40 7 6 5468.75
41 7 2 5468.75
42 8 14 3125
43 7 14 5468.75
44 7 2 5468.75
45 8 14 3125
46 7 14 5468.75
47 12 14 292.969
48 12 14 292.969
49 8 14 3125
