0 7 14 5468.75
1 9 14 1757.81
2 7 2 5468.75
3 7 4 5468.75
4 9 14 1757.81
5 7 2 5468.75
6 10 14 976.562
7 9 14 1757.81
8 8 14 3125
9 7 12 5468.75
10 7 12 5468.75
11 7 2 5468.75
12 7 14 5468.75
13 8 14 3125
14 9 14 1757.81
15 7 2 5468.75
16 7 6 5468.75
17 7 2 5468.75
18 7 8 5468.75
19 7 8 5468.75
20 9 14 1757.81
21 7 2 5468.75
22 7 8 5468.75
23 7 14 5468.75
24 7 2 5468.75
25 7 14 5468.75
26 7 14 5468.75
27 8 14 3125
28 7 2 5468.75
29 8 14 3125
30 9 14 1757.81
31 9 14 1757.81
32 7 14 5468.75
33 7 14 5468.75
34 8 14 3125
35 10 14 976.562
36 8 14 3125
37 7 2 5468.75
38 10 14 976.562
39 7 2 5468.75
