0 7 14 5468.75
1 8 14 3125
2 7 2 5468.75
3 9 14 1757.81
4 12 14 292.969
5 8 14 3125
6 7 2 5468.75
7 8 14 3125
8 7 2 5468.75
9 8 14 3125
10 7 8 5468.75
11 7 14 5468.75
12 8 14 3125
13 9 14 1757.81
14 12 14 292.969
15 9 14 1757.81
16 10 14 976.562
17 9 14 1757.81
18 8 14 3125
19 8 14 3125
20 12 14 292.969
21 12 14 292.969
22 9 14 1757.81
23 8 14 3125
24 8 14 3125
25 7 2 5468.75
26 9 14 1757.81
27 7 4 5468.75
28 7 10 5468.75
29 7 2 5468.75
30 7 10 5468.75
31 7 6 5468.75
32 8 14 3125
33 7 6 5468.75
34 7 10 5468.75
35 7 2 5468.75
36 10 14 976.562
37 7 2 5468.75
38 7 2 5468.75
39 7 2 5468.75
40 7 2 5468.75
41 7 2 5468.75
42 7 4 5468.75
43 7 2 5468.75
44 7 2 5468.75
45 9 14 1757.81
46 7 4 5468.75
47 7 2 5468.75
48 7 2 5468.75
49 7 2 5468.75
